"Date","Transaction ID","Transaction Type","Currency","Amount","Fee","Net Amount","Asset Type","Asset Price","Asset Amount","Status","Notes","Name of sender/receiver","Account"
"2026-05-30 15:22:58 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-30 15:22:44 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-30 12:44:46 EDT","","Bitcoin Buy","USD","-$4.90","-$0.10","-$5.00","BTC","$74,401.94","0.00006586","COMPLETE","purchase of BTC 0.00006586","","Cash Balance"
"2026-05-30 11:59:26 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$74,359.99","0.00013179","COMPLETE","purchase of BTC 0.00013179","","Cash Balance"
"2026-05-30 11:58:33 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-30 11:54:24 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-30 08:15:16 EDT","","Account Notifications","USD","$0.00","","$0.00","","","","COMPLETE","New device login","","Cash Balance"
"2026-05-30 07:18:40 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$74,051.42","0.00013234","COMPLETE","purchase of BTC 0.00013234","","Cash Balance"
"2026-05-30 07:16:08 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-30 07:15:52 EDT","306150405514408","Withdrawal","USD","-$25.00","$0.00","-$25.00","","","","COMPLETE","Cash Out","","Visa debit 5895"
"2026-05-30 07:15:19 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-30 04:03:12 EDT","","Bitcoin Buy","USD","-$24.50","-$0.50","-$25.00","BTC","$73,998.61","0.00033109","COMPLETE","purchase of BTC 0.00033109","","Cash Balance"
"2026-05-30 00:00:47 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Savings","","Visa debit 3333"
"2026-05-30 00:00:35 EDT","","Savings Internal Transfer","USD","-$100.00","$0.00","-$100.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-29 23:59:12 EDT","","Deposits","USD","$25.00","$0.00","$25.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-29 23:56:11 EDT","","Deposits","USD","$25.00","$0.00","$25.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-29 23:45:07 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-29 23:44:51 EDT","","Deposits","USD","$15.00","$0.00","$15.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-29 23:40:07 EDT","","Bitcoin Buy","USD","-$24.50","-$0.50","-$25.00","BTC","$74,060.49","0.00033081","COMPLETE","purchase of BTC 0.00033081","","Cash Balance"
"2026-05-29 23:39:30 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-29 23:39:11 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-29 23:38:33 EDT","","Deposits","USD","$19.99","$0.00","$19.99","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-29 20:32:37 EDT","","Bitcoin Buy","USD","-$24.50","-$0.50","-$25.00","BTC","$73,875.54","0.00033164","COMPLETE","purchase of BTC 0.00033164","","Cash Balance"
"2026-05-29 20:32:10 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-29 10:29:28 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","TGT","$125.99","0.19843","COMPLETE","$25 Purchase of Target","","Cash Balance"
"2026-05-29 10:29:03 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-29 10:28:33 EDT","","Stock Buy","USD","-$25.00","$0.00","-$25.00","JPM","$296.27","0.08438","COMPLETE","$25 Purchase of JPMorgan Chase","","Cash Balance"
"2026-05-29 10:26:46 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","VMBS","$46.86","0.2134","COMPLETE","$10 Purchase of Vanguard Mortgage-Backed Securities ETF","","Cash Balance"
"2026-05-29 09:33:18 EDT","","Stock Buy","USD","-$50.00","$0.00","-$50.00","XYZ","$75.00","0.66666","COMPLETE","$50 Purchase of Block","","Cash Balance"
"2026-05-29 09:31:10 EDT","","Stock Buy","USD","-$50.00","$0.00","-$50.00","DELL","$420.00","0.11904","COMPLETE","$50 Purchase of Dell Technologies","","Cash Balance"
"2026-05-29 09:30:21 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","SAP","$176.12","0.02838","COMPLETE","$5 Purchase of SAP","","Cash Balance"
"2026-05-29 09:30:18 EDT","","Stock Buy","USD","-$20.00","$0.00","-$20.00","SBUX","$100.50","0.199","COMPLETE","$20 Purchase of Starbucks","","Cash Balance"
"2026-05-29 09:30:16 EDT","","Stock Buy","USD","-$50.00","$0.00","-$50.00","UBER","$70.33","0.71093","COMPLETE","$50 Purchase of Uber Technologies","","Cash Balance"
"2026-05-29 09:30:16 EDT","","Stock Buy","USD","-$20.00","$0.00","-$20.00","V","$326.09","0.06133","COMPLETE","$20 Purchase of Visa","","Cash Balance"
"2026-05-29 09:30:16 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","CCEP","$91.63","0.10913","COMPLETE","$10 Purchase of Coca-Cola Europacific Partners","","Cash Balance"
"2026-05-29 09:30:15 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","KO","$79.86","0.0626","COMPLETE","$5 Purchase of Coca-Cola","","Cash Balance"
"2026-05-29 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","CRM","$180.94","0.05526","COMPLETE","$10 Purchase of Salesforce","","Cash Balance"
"2026-05-29 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","OXY","$57.05","0.17528","COMPLETE","$10 Purchase of Occidental Petroleum","","Cash Balance"
"2026-05-29 09:30:03 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","GOOGL","$385.00","0.02597","COMPLETE","$10 Purchase of Alphabet Inc. Class A","","Cash Balance"
"2026-05-28 20:39:16 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-28 16:45:28 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-28 16:27:45 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$74,055.25","0.00013233","COMPLETE","purchase of BTC 0.00013233","","Cash Balance"
"2026-05-28 16:25:22 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-28 16:14:18 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-28 16:12:08 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-28 15:43:12 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$73,878.86","0.00013265","COMPLETE","purchase of BTC 0.00013265","","Cash Balance"
"2026-05-28 09:31:36 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","TSM","$424.08","0.02358","COMPLETE","$10 Purchase of Taiwan Semiconductor Manufacturing","","Cash Balance"
"2026-05-28 09:30:06 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","NVDA","$211.37","0.04731","COMPLETE","$10 Purchase of NVIDIA","","Cash Balance"
"2026-05-28 09:30:04 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","WMT","$118.97","0.08405","COMPLETE","$10 Purchase of Walmart","","Cash Balance"
"2026-05-27 09:34:14 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","ORCL","$191.50","0.0261","COMPLETE","$5 Purchase of Oracle","","Cash Balance"
"2026-05-27 09:33:12 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","WFC","$77.41","0.06459","COMPLETE","$5 Purchase of Wells Fargo","","Cash Balance"
"2026-05-27 09:33:02 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","F","$15.62","0.3201","COMPLETE","$5 Purchase of Ford Motor","","Cash Balance"
"2026-05-27 09:30:14 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","SONY","$22.00","0.45454","COMPLETE","$10 Purchase of Sony","","Cash Balance"
"2026-05-27 09:30:12 EDT","","Stock Buy","USD","-$15.00","$0.00","-$15.00","INTC","$124.86","0.12013","COMPLETE","$15 Purchase of Intel","","Cash Balance"
"2026-05-27 09:30:12 EDT","","Stock Buy","USD","-$20.00","$0.00","-$20.00","SAP","$174.12","0.11486","COMPLETE","$20 Purchase of SAP","","Cash Balance"
"2026-05-27 09:30:12 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","PZZA","$32.63","0.15323","COMPLETE","$5 Purchase of Papa John's","","Cash Balance"
"2026-05-27 09:30:09 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","DOW","$34.60","0.1445","COMPLETE","$5 Purchase of Dow","","Cash Balance"
"2026-05-27 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","CSCO","$118.10","0.08467","COMPLETE","$10 Purchase of Cisco Systems","","Cash Balance"
"2026-05-27 09:30:09 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","MCD","$280.24","0.01784","COMPLETE","$5 Purchase of McDonald's","","Cash Balance"
"2026-05-27 09:30:09 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","UHAL","$50.80","0.19685","COMPLETE","$10 Purchase of U-Haul","","Cash Balance"
"2026-05-27 09:30:08 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","GOOG","$382.94","0.01305","COMPLETE","$5 Purchase of Alphabet Inc. Class C ","","Cash Balance"
"2026-05-27 09:30:08 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","DKNG","$23.85","0.41928","COMPLETE","$10 Purchase of Draft Kings","","Cash Balance"
"2026-05-27 09:30:04 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","JPM","$305.00","0.01639","COMPLETE","$5 Purchase of JPMorgan Chase","","Cash Balance"
"2026-05-27 09:30:04 EDT","","Stock Buy","USD","-$5.00","$0.00","-$5.00","TSLA","$443.31","0.01127","COMPLETE","$5 Purchase of Tesla","","Cash Balance"
"2026-05-27 09:30:03 EDT","","Stock Buy","USD","-$10.00","$0.00","-$10.00","MGM","$40.72","0.24557","COMPLETE","$10 Purchase of MGM Resorts","","Cash Balance"
"2026-05-27 09:30:01 EDT","","Stock Buy","USD","-$50.00","$0.00","-$50.00","AMZN","$266.30","0.18775","COMPLETE","$50 Purchase of Amazon","","Cash Balance"
"2026-05-27 09:30:01 EDT","","Stock Buy","USD","-$24.99","$0.00","-$24.99","LITE","$899.66","0.02778","COMPLETE","$24.99 Purchase of Lumentum","","Cash Balance"
"2026-05-26 23:39:10 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","FAILED","Add Cash","","Visa debit 3333"
"2026-05-26 23:38:54 EDT","","Bitcoin Buy","USD","-$24.50","-$0.50","-$25.00","BTC","$76,210.00","0.00032148","COMPLETE","purchase of BTC 0.00032148","","Cash Balance"
"2026-05-26 23:34:54 EDT","","Deposits","USD","$200.00","$0.00","$200.00","","","","COMPLETE","Savings","","Visa debit 3333"
"2026-05-26 23:34:23 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-26 23:33:59 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-26 23:33:16 EDT","","Savings Internal Transfer","USD","-$50.00","$0.00","-$50.00","","","","COMPLETE","Savings","","Cash Balance"
"2026-05-26 23:31:55 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","COMPLETE","Add Cash","","Visa debit 3333"
"2026-05-26 23:30:50 EDT","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 23:30:06 EDT","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 23:29:39 EDT","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 23:29:11 EDT","","Deposits","USD","$5.00","$0.00","$5.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 20:57:28 EDT","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 20:56:27 EDT","","Deposits","USD","$100.00","$0.00","$100.00","","","","FAILED","Add Cash","","Visa debit 5895"
"2026-05-26 20:56:05 EDT","","Deposits","USD","$10.00","$0.00","$10.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 20:43:01 EDT","","Deposits","USD","$50.00","$0.00","$50.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 17:58:29 EDT","","Deposits","USD","$20.00","$0.00","$20.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 15:39:34 EDT","","Deposits","USD","$25.00","$0.00","$25.00","","","","COMPLETE","Add Cash","","Visa debit 5895"
"2026-05-26 10:09:07 EDT","","Stock Buy","USD","-$20.00","$0.00","-$20.00","XYZ","$69.23","0.28889","COMPLETE","$20 Purchase of Block","","Cash Balance"
"2026-05-26 10:06:39 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$77,672.17","0.00012617","COMPLETE","purchase of BTC 0.00012617","","Cash Balance"
"2026-05-24 15:57:02 EDT","","Bitcoin Buy","USD","-$4.90","-$0.10","-$5.00","BTC","$77,256.13","0.00006343","COMPLETE","purchase of BTC 0.00006343","","Cash Balance"
"2026-05-08 12:42:34 EDT","","Bitcoin Buy","USD","-$9.80","-$0.20","-$10.00","BTC","$80,346.14","0.00012197","COMPLETE","purchase of BTC 0.00012197","","Cash Balance"
"2026-01-24 20:39:52 EST","#D-824GXRGG","P2P","USD","-$400.00","$0.00","-$400.00","","","","COMPLETE","genny","Zephaniah Anderson","WELLS FARGO BANK"
"2025-09-18 21:31:36 EDT","#D-25XJ478O","P2P","USD","-$105.00","$0.00","-$105.00","","","","COMPLETE","bull","Ana","WELLS FARGO BANK"
"2025-09-16 19:42:27 EDT","#D-QVL3M3DK","P2P","USD","$70.00","$0.00","$70.00","","","","COMPLETE","Camping","Full Name","Cash Balance"
"2025-08-22 12:07:20 EDT","","Account Notifications","USD","$0.00","","$0.00","","","","COMPLETE","New device login","","Cash Balance"
"2022-11-28 10:28:53 EST","7bg2rwg","P2P","USD","-$20.00","$0.00","-$20.00","","","","COMPLETE","baby gift","Mark Brown","Wells Fargo Bank"
"2022-10-07 12:05:33 EDT","q3ryf2r","P2P","USD","-$10.00","$0.00","-$10.00","","","","COMPLETE","Baby gift contribution","Ilana Reeves","Wells Fargo Bank"
"2021-08-04 13:53:19 EDT","b1aawxk","P2P","USD","-$15.00","$0.00","-$15.00","","","","COMPLETE","lieberman baby gift","Mark Brown","Wells Fargo Bank"
